cveId,assignerShortName,dateReserved,datePublished,dateUpdated,"version",baseSeverity,baseScore,vectorString
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-3294,@huntrdev,2023-06-16T00:00:00,2023-06-16T00:00:00,2023-06-16T00:00:00,unspecified,HIGH,7.6,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:L
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-3295,Wordfence,2023-06-16T12:36:31.620Z,2023-06-17T01:48:18.106Z,2023-06-17T01:48:18.106Z,*,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-32955,synology,2023-05-16T06:53:43.164Z,2023-05-16T07:15:16.105Z,2023-05-16T07:15:16.105Z,1.2,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-32956,synology,2023-05-16T06:53:43.164Z,2023-05-16T07:16:09.640Z,2023-05-16T07:16:09.640Z,1.3,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-32957,Patchstack,2023-05-16T09:52:27.425Z,2023-11-16T19:52:37.040Z,2023-11-16T19:52:37.040Z,n/a,MEDIUM,5.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L
2023-32958,Patchstack,2023-05-16T09:52:27.426Z,2023-05-28T17:04:19.914Z,2023-05-28T17:04:19.914Z,n/a,MEDIUM,5.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L
,,,,,,,,
,,,,,,,,
2023-32960,Patchstack,2023-05-16T09:52:27.426Z,2023-06-22T12:51:41.876Z,2023-06-22T12:51:41.876Z,n/a,HIGH,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L
2023-32961,Patchstack,2023-05-16T09:52:27.426Z,2023-06-12T14:19:44.140Z,2023-07-05T12:10:42.616Z,n/a,HIGH,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L
2023-32962,Patchstack,2023-05-16T09:52:27.427Z,2023-08-30T11:56:06.381Z,2023-08-30T11:56:06.381Z,n/a,MEDIUM,5.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L
,,,,,,,,
2023-32964,Patchstack,2023-05-16T09:52:27.427Z,2023-05-26T14:34:18.428Z,2023-05-26T14:34:18.428Z,n/a,MEDIUM,4.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N
2023-32965,Patchstack,2023-05-16T09:52:27.427Z,2023-07-18T13:24:59.534Z,2023-07-18T13:24:59.534Z,n/a,HIGH,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L
2023-32966,Patchstack,2023-05-16T09:52:27.427Z,2023-11-07T17:29:17.334Z,2023-11-07T17:29:17.334Z,n/a,,,
2023-32967,qnap,2023-05-16T10:44:49.055Z,2024-02-02T16:02:21.048Z,2024-02-02T16:02:21.048Z,c5.x.x,MEDIUM,5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:N/A:N
2023-32968,qnap,2023-05-16T10:44:49.055Z,2023-12-08T16:07:14.915Z,2023-12-08T16:07:14.915Z,5.0.x,MEDIUM,4.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:N/I:N/A:H
2023-32969,qnap,2023-05-16T10:44:49.055Z,2024-03-08T16:17:19.645Z,2024-03-08T16:17:19.645Z,c5.x.x,MEDIUM,4.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N
2023-3297,canonical,2023-06-16T14:50:30.269Z,2023-09-01T20:49:43.576Z,2023-09-01T20:49:43.576Z,23.13.9-2ubuntu2,HIGH,8.1,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H
2023-32970,qnap,2023-05-16T10:44:49.055Z,2023-10-13T19:16:18.592Z,2023-10-13T19:16:18.592Z,h5.0.x,MEDIUM,4.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H
2023-32971,qnap,2023-05-16T10:44:49.056Z,2023-10-06T16:36:19.114Z,2023-10-06T16:36:19.114Z,5.0.x,LOW,3.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:L
2023-32972,qnap,2023-05-16T10:44:49.056Z,2023-10-06T16:36:33.766Z,2023-10-06T16:36:33.766Z,5.0.x,LOW,3.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:L
2023-32973,qnap,2023-05-16T10:44:49.056Z,2023-10-13T19:16:32.872Z,2023-10-13T19:16:32.872Z,5.0.x,LOW,3.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:L
2023-32974,qnap,2023-05-16T10:44:49.056Z,2023-10-13T19:16:44.112Z,2023-10-13T19:16:44.112Z,5.1.x,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-32975,qnap,2023-05-16T10:44:49.056Z,2023-12-08T16:07:05.465Z,2023-12-08T16:07:05.465Z,5.0.x,MEDIUM,4.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H
2023-32976,qnap,2023-05-16T10:44:49.056Z,2023-10-13T19:16:54.607Z,2023-10-13T19:16:54.607Z,2.6.x.x,MEDIUM,6.6,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H
2023-32977,jenkins,2023-05-16T10:55:43.517Z,2023-05-16T15:59:58.835Z,2023-10-24T12:49:56.591Z,1295.v395eb_7400005,,,
2023-32978,jenkins,2023-05-16T10:55:43.518Z,2023-05-16T15:59:59.535Z,2023-10-24T12:49:57.780Z,676.vfa_64cf6b_b_002,,,
2023-32979,jenkins,2023-05-16T10:55:43.518Z,2023-05-16T16:00:00.471Z,2023-10-24T12:49:58.935Z,2.96.1,,,
,,,,,,,,
2023-32980,jenkins,2023-05-16T10:55:43.518Z,2023-05-16T16:00:01.256Z,2023-10-24T12:50:00.269Z,2.96.1,,,
2023-32981,jenkins,2023-05-16T10:55:43.518Z,2023-05-16T16:00:03.102Z,2023-10-24T12:50:01.412Z,0,,,
2023-32982,jenkins,2023-05-16T10:55:43.518Z,2023-05-16T16:00:04.394Z,2023-10-24T12:50:02.756Z,0,,,
2023-32983,jenkins,2023-05-16T10:55:43.518Z,2023-05-16T16:00:05.262Z,2023-10-24T12:50:03.955Z,0,,,
2023-32984,jenkins,2023-05-16T10:55:43.518Z,2023-05-16T16:00:05.973Z,2023-10-24T12:50:05.144Z,0,,,
2023-32985,jenkins,2023-05-16T10:55:43.518Z,2023-05-16T16:00:06.702Z,2023-10-24T12:50:06.423Z,0,,,
2023-32986,jenkins,2023-05-16T10:55:43.519Z,2023-05-16T16:00:07.514Z,2023-10-24T12:50:07.613Z,0,,,
2023-32987,jenkins,2023-05-16T10:55:43.519Z,2023-05-16T16:00:08.216Z,2023-10-24T12:50:08.786Z,0,,,
2023-32988,jenkins,2023-05-16T10:55:43.519Z,2023-05-16T16:00:08.899Z,2023-10-24T12:50:09.939Z,0,,,
2023-32989,jenkins,2023-05-16T10:55:43.519Z,2023-05-16T16:00:09.609Z,2023-10-24T12:50:11.106Z,0,,,
2023-3299,HashiCorp,2023-06-16T18:47:08.212Z,2023-07-19T23:35:12.990Z,2023-07-19T23:35:12.990Z,1.2.11,LOW,3.4,CVSS:3.1/AV:A/AC:L/PR:H/UI:N/S:C/C:L/I:N/A:N
2023-32990,jenkins,2023-05-16T10:55:43.519Z,2023-05-16T16:00:10.379Z,2023-10-24T12:50:12.300Z,0,,,
2023-32991,jenkins,2023-05-16T10:55:43.519Z,2023-05-16T16:00:11.086Z,2023-10-24T12:50:13.464Z,0,,,
2023-32992,jenkins,2023-05-16T10:55:43.519Z,2023-05-16T16:00:11.790Z,2023-10-24T12:50:14.632Z,0,,,
2023-32993,jenkins,2023-05-16T10:55:43.519Z,2023-05-16T16:00:12.489Z,2023-10-24T12:50:15.800Z,0,,,
2023-32994,jenkins,2023-05-16T10:55:43.520Z,2023-05-16T16:00:13.193Z,2023-10-24T12:50:16.961Z,0,,,
2023-32995,jenkins,2023-05-16T10:55:43.520Z,2023-05-16T16:00:13.896Z,2023-10-24T12:50:18.140Z,0,,,
2023-32996,jenkins,2023-05-16T10:55:43.520Z,2023-05-16T16:00:14.596Z,2023-10-24T12:50:19.302Z,0,,,
2023-32997,jenkins,2023-05-16T10:55:43.520Z,2023-05-16T16:00:15.315Z,2023-10-24T12:50:20.446Z,0,,,
2023-32998,jenkins,2023-05-16T10:55:43.520Z,2023-05-16T16:00:16.022Z,2023-10-24T12:50:21.650Z,0,,,
2023-32999,jenkins,2023-05-16T10:55:43.521Z,2023-05-16T16:00:16.703Z,2023-10-24T12:50:22.821Z,0,,,
2023-3300,HashiCorp,2023-06-16T18:48:08.987Z,2023-07-19T23:35:26.153Z,2023-07-19T23:35:26.153Z,0.11.0,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N
2023-33000,jenkins,2023-05-16T10:55:43.521Z,2023-05-16T16:00:17.398Z,2023-10-24T12:50:23.971Z,0,,,
2023-33001,jenkins,2023-05-16T10:55:43.521Z,2023-05-16T16:00:18.099Z,2023-10-24T12:50:25.074Z,0,,,
2023-33002,jenkins,2023-05-16T10:55:43.521Z,2023-05-16T16:00:18.784Z,2023-10-24T12:50:26.179Z,0,,,
2023-33003,jenkins,2023-05-16T10:55:43.522Z,2023-05-16T16:00:19.486Z,2023-10-24T12:50:27.297Z,0,,,
2023-33004,jenkins,2023-05-16T10:55:43.522Z,2023-05-16T16:00:20.189Z,2023-10-24T12:50:28.455Z,0,,,
2023-33005,jenkins,2023-05-16T10:55:43.522Z,2023-05-16T16:00:20.871Z,2023-10-24T12:50:29.583Z,0,,,
2023-33006,jenkins,2023-05-16T10:55:43.522Z,2023-05-16T16:00:21.568Z,2023-10-24T12:50:30.682Z,0,,,
2023-33007,jenkins,2023-05-16T10:55:43.523Z,2023-05-16T16:00:22.256Z,2023-10-24T12:50:31.812Z,0,,,
2023-33008,apache,2023-05-16T12:48:35.689Z,2023-07-07T09:07:31.070Z,2023-07-07T09:07:31.070Z,0,,,
2023-33009,Zyxel,2023-05-17T00:00:00,2023-05-24T00:00:00,2023-06-15T06:17:00.675Z,4.60,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-3301,redhat,2023-06-17T16:48:21.977Z,2023-09-13T16:09:36.861Z,2023-09-13T16:09:36.861Z,3.1,MEDIUM,5.6,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:C/C:N/I:N/A:H
2023-33010,Zyxel,2023-05-17T00:00:00,2023-05-24T00:00:00,2023-05-24T00:00:00,4.32,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-33011,Zyxel,2023-05-17T02:56:16.623Z,2023-07-17T17:15:45.876Z,2023-07-17T17:15:45.876Z,5.10,HIGH,8.8,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-33012,Zyxel,2023-05-17T02:56:16.623Z,2023-07-17T17:23:26.370Z,2023-07-17T17:23:26.370Z,5.10,HIGH,8.8,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-33013,Zyxel,2023-05-17T02:56:16.623Z,2023-08-14T16:16:32.142Z,2023-08-14T16:16:32.142Z,V1.01(ABIR.1)C0,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-33014,qualcomm,2023-05-17T09:28:53.118Z,2024-01-02T05:38:23.183Z,2024-01-02T05:38:23.183Z,AR8035,HIGH,7.6,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
2023-33015,qualcomm,2023-05-17T09:28:53.119Z,2023-09-05T06:24:29.035Z,2023-09-05T06:24:29.035Z,315,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33016,qualcomm,2023-05-17T09:28:53.119Z,2023-09-05T06:24:30.323Z,2023-09-05T06:24:30.323Z,CSR8811,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33017,qualcomm,2023-05-17T09:28:53.119Z,2023-12-05T03:03:59.402Z,2023-12-05T03:03:59.402Z,315,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-33018,qualcomm,2023-05-17T09:28:53.119Z,2023-12-05T03:04:00.939Z,2023-12-05T03:04:00.939Z,315,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-33019,qualcomm,2023-05-17T09:28:53.119Z,2023-09-05T06:24:31.530Z,2023-09-05T06:24:31.530Z,9206,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-3302,@huntrdev,2023-06-18T00:00:00,2023-06-23T00:00:00,2023-06-23T00:00:00,unspecified,MEDIUM,6.6,CVSS:3.0/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:N
2023-33020,qualcomm,2023-05-17T09:28:53.119Z,2023-09-05T06:24:32.701Z,2023-09-05T06:24:32.701Z,9206,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33021,qualcomm,2023-05-17T09:28:53.120Z,2023-09-05T06:24:34.185Z,2023-09-05T06:24:34.185Z,APQ8064AU,HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-33022,qualcomm,2023-05-17T09:28:53.120Z,2023-12-05T03:04:02.255Z,2023-12-05T03:04:02.255Z,315,HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
,,,,,,,,
2023-33024,qualcomm,2023-05-17T09:28:53.120Z,2023-12-05T03:04:03.310Z,2023-12-05T03:04:03.310Z,AQT1000,MEDIUM,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
2023-33025,qualcomm,2023-05-17T09:28:53.120Z,2024-01-02T05:38:25.107Z,2024-01-02T05:38:25.107Z,AR8035,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-33026,qualcomm,2023-05-17T09:28:53.120Z,2023-10-03T05:00:38.775Z,2023-10-03T05:00:38.775Z,AR8035,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33027,qualcomm,2023-05-17T09:28:53.120Z,2023-10-03T05:00:40.127Z,2023-10-03T05:00:40.127Z,315,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33028,qualcomm,2023-05-17T09:28:53.120Z,2023-10-03T05:00:41.521Z,2023-10-03T05:00:41.521Z,AR8035,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-33029,qualcomm,2023-05-17T09:28:53.121Z,2023-10-03T05:00:42.655Z,2023-10-03T05:00:42.655Z,AR8035,HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-3303,@huntrdev,2023-06-18T00:00:00,2023-06-23T00:00:00,2023-06-23T00:00:00,unspecified,MEDIUM,6.4,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:H
2023-33030,qualcomm,2023-05-17T09:28:53.121Z,2024-01-02T05:38:26.512Z,2024-01-02T05:38:26.512Z,315,CRITICAL,9.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
2023-33031,qualcomm,2023-05-17T09:28:53.121Z,2023-11-07T05:26:46.671Z,2023-11-07T05:26:46.671Z,APQ8017,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-33032,qualcomm,2023-05-17T09:28:53.121Z,2024-01-02T05:38:28.022Z,2024-01-02T05:38:28.022Z,9205,CRITICAL,9.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
2023-33033,qualcomm,2023-05-17T09:28:53.121Z,2024-01-02T05:38:29.493Z,2024-01-02T05:38:29.493Z,315,HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-33034,qualcomm,2023-05-17T09:28:53.121Z,2023-10-03T05:00:43.765Z,2023-10-03T05:00:43.765Z,CSRA6620,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-33035,qualcomm,2023-05-17T09:28:53.121Z,2023-10-03T05:00:44.906Z,2023-10-03T05:00:44.906Z,AR8035,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-33036,qualcomm,2023-05-17T09:28:53.121Z,2024-01-02T05:38:30.949Z,2024-01-02T05:38:30.949Z,AQT1000,HIGH,7.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H
2023-33037,qualcomm,2023-05-17T09:28:53.122Z,2024-01-02T05:38:32.164Z,2024-01-02T05:38:32.164Z,AR8035,HIGH,7.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N
2023-33038,qualcomm,2023-05-17T09:28:53.122Z,2024-01-02T05:38:33.322Z,2024-01-02T05:38:33.322Z,AQT1000,MEDIUM,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
2023-33039,qualcomm,2023-05-17T09:28:53.122Z,2023-10-03T05:00:46.094Z,2023-10-03T05:00:46.094Z,QAM8295P,HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-3304,@huntrdev,2023-06-18T00:00:00,2023-06-23T00:00:00,2023-06-23T00:00:00,unspecified,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:N
2023-33040,qualcomm,2023-05-17T09:28:53.122Z,2024-01-02T05:38:34.624Z,2024-01-02T05:38:34.624Z,315,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33041,qualcomm,2023-05-17T09:28:53.122Z,2023-12-05T03:04:04.387Z,2023-12-05T03:04:04.387Z,AR8035,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33042,qualcomm,2023-05-17T09:28:53.122Z,2023-12-05T03:04:05.448Z,2023-12-05T03:04:05.448Z,315,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33043,qualcomm,2023-05-17T09:28:53.122Z,2023-12-05T03:04:06.499Z,2023-12-05T03:04:06.499Z,AR8035,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33044,qualcomm,2023-05-17T09:28:53.122Z,2023-12-05T03:04:07.572Z,2023-12-05T03:04:07.572Z,315,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33045,qualcomm,2023-05-17T09:28:53.123Z,2023-11-07T05:26:47.720Z,2023-11-07T05:26:47.720Z,AR8035,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-33046,qualcomm,2023-05-17T09:28:53.123Z,2024-02-06T05:46:57.784Z,2024-02-06T05:46:57.784Z,AR8035,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-33047,qualcomm,2023-05-17T09:28:53.123Z,2023-11-07T05:26:48.751Z,2023-11-07T05:26:48.751Z,AR8035,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33048,qualcomm,2023-05-17T09:28:53.123Z,2023-11-07T05:26:49.815Z,2023-11-07T05:26:49.815Z,AR8035,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33049,qualcomm,2023-05-17T09:28:53.123Z,2024-02-06T05:46:59.078Z,2024-02-06T05:46:59.078Z,315,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-3305,VulDB,2023-06-18T06:57:12.240Z,2023-06-18T07:31:03.795Z,2023-10-23T13:25:52.871Z,20230607,HIGH,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-33053,qualcomm,2023-05-17T09:28:53.124Z,2023-12-05T03:04:08.622Z,2023-12-05T03:04:08.622Z,CSR8811,HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-33054,qualcomm,2023-05-17T09:28:53.125Z,2023-12-05T03:04:09.667Z,2023-12-05T03:04:09.667Z,315,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N
2023-33055,qualcomm,2023-05-17T09:28:53.125Z,2023-11-07T05:26:50.923Z,2023-11-07T05:26:50.923Z,AQT1000,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-33056,qualcomm,2023-05-17T09:28:53.126Z,2023-11-07T05:26:52.887Z,2023-11-07T05:26:52.887Z,AR8035,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33057,qualcomm,2023-05-17T09:28:53.126Z,2024-02-06T05:47:00.378Z,2024-02-06T05:47:00.378Z,315,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33058,qualcomm,2023-05-17T09:28:53.126Z,2024-02-06T05:47:01.669Z,2024-02-06T05:47:01.669Z,AR8035,HIGH,8.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:L
2023-33059,qualcomm,2023-05-17T09:28:53.126Z,2023-11-07T05:26:54.139Z,2023-11-07T05:26:54.139Z,315,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-3306,VulDB,2023-06-18T07:00:10.368Z,2023-06-18T08:00:04.675Z,2023-10-23T13:27:06.123Z,EW_3.0(1)B11P204,HIGH,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L
2023-33060,qualcomm,2023-05-17T09:28:53.127Z,2024-02-06T05:47:02.978Z,2024-02-06T05:47:02.978Z,9205,HIGH,7.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H
2023-33061,qualcomm,2023-05-17T09:28:53.127Z,2023-11-07T05:26:55.389Z,2023-11-07T05:26:55.389Z,AR8035,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33062,qualcomm,2023-05-17T09:28:53.127Z,2024-01-02T05:38:36.201Z,2024-01-02T05:38:36.201Z,315,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-33063,qualcomm,2023-05-17T09:28:53.128Z,2023-12-05T03:04:10.949Z,2023-12-05T03:04:10.949Z,315,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-33064,qualcomm,2023-05-17T09:28:53.128Z,2024-02-06T05:47:04.325Z,2024-02-06T05:47:04.325Z,AQT1000,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H
2023-33065,qualcomm,2023-05-17T09:28:53.128Z,2024-02-06T05:47:05.662Z,2024-02-06T05:47:05.662Z,AQT1000,MEDIUM,6.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:L
2023-33066,qualcomm,2023-05-17T09:28:53.130Z,2024-03-04T10:48:31.460Z,2024-03-04T10:48:31.460Z,315,HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-33067,qualcomm,2023-05-17T09:28:53.130Z,2024-02-06T05:47:06.974Z,2024-02-06T05:47:06.974Z,9206,MEDIUM,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
2023-33068,qualcomm,2023-05-17T09:28:53.131Z,2024-02-06T05:47:08.274Z,2024-02-06T05:47:08.274Z,AQT1000,MEDIUM,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
2023-33069,qualcomm,2023-05-17T09:28:53.131Z,2024-02-06T05:47:09.632Z,2024-02-06T05:47:09.632Z,9206,MEDIUM,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
2023-3307,VulDB,2023-06-18T07:06:40.091Z,2023-06-18T08:31:03.693Z,2023-10-23T13:28:19.385Z,1.0.0,MEDIUM,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L
2023-33070,qualcomm,2023-05-17T09:28:53.131Z,2023-12-05T03:04:12.248Z,2023-12-05T03:04:12.248Z,AQT1000,HIGH,7.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H
2023-33071,qualcomm,2023-05-17T09:28:53.131Z,2023-12-05T03:04:13.352Z,2023-12-05T03:04:13.352Z,QCA6574,HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-33072,qualcomm,2023-05-17T09:28:53.132Z,2024-02-06T05:47:11.221Z,2024-02-06T05:47:11.221Z,315,CRITICAL,9.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
,,,,,,,,
2023-33074,qualcomm,2023-05-17T09:28:53.132Z,2023-11-07T05:26:56.441Z,2023-11-07T05:26:56.441Z,FastConnect,HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
,,,,,,,,
2023-33076,qualcomm,2023-05-17T09:28:53.133Z,2024-02-06T05:47:12.814Z,2024-02-06T05:47:12.814Z,AQT1000,MEDIUM,5.9,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L
2023-33077,qualcomm,2023-05-17T09:28:53.140Z,2024-02-06T05:47:14.125Z,2024-02-06T05:47:14.125Z,AQT1000,MEDIUM,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
