cveId,assignerShortName,dateReserved,datePublished,dateUpdated,"version",baseSeverity,baseScore,vectorString
2023-24902,microsoft,2023-01-31T20:32:35.472Z,2023-05-09T17:02:54.340Z,2023-12-14T19:06:04.801Z,10.0.0,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24903,microsoft,2023-01-31T20:32:35.472Z,2023-05-09T17:02:55.423Z,2023-12-14T19:06:05.817Z,10.0.0,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24904,microsoft,2023-01-31T20:32:35.473Z,2023-05-09T17:03:08.848Z,2023-12-14T19:06:18.518Z,6.0.0,HIGH,7.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H/E:U/RL:O/RC:C
2023-24905,microsoft,2023-01-31T20:32:35.473Z,2023-05-09T17:02:56.519Z,2023-12-14T19:06:06.803Z,10.0.0,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24906,microsoft,2023-01-31T20:37:47.251Z,2023-03-14T16:55:52.346Z,2023-12-14T18:31:47.766Z,10.0.0,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C
2023-24907,microsoft,2023-01-31T20:37:47.251Z,2023-03-14T16:55:53.362Z,2023-12-14T18:31:48.770Z,10.0.0,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24908,microsoft,2023-01-31T20:37:47.251Z,2023-03-14T16:55:54.345Z,2023-12-14T18:31:49.791Z,10.0.0,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24909,microsoft,2023-01-31T20:37:47.251Z,2023-03-14T16:55:55.351Z,2023-12-14T18:31:50.795Z,10.0.0,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-2491,redhat,2023-05-03T00:00:00,2023-05-17T00:00:00,2023-05-17T00:00:00,Affects,,,
2023-24910,microsoft,2023-01-31T20:37:47.251Z,2023-03-14T16:55:55.876Z,2023-12-14T18:31:51.292Z,10.0.0,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24911,microsoft,2023-01-31T20:37:47.251Z,2023-03-14T16:55:56.908Z,2023-12-14T18:31:52.282Z,10.0.0,MEDIUM,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N/E:U/RL:O/RC:C
2023-24912,microsoft,2023-01-31T20:37:47.252Z,2023-04-11T19:13:26.672Z,2023-12-14T18:59:25.627Z,10.0.0,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24913,microsoft,2023-01-31T20:37:47.252Z,2023-03-14T16:55:58.427Z,2023-12-14T18:31:53.761Z,10.0.0,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24914,microsoft,2023-01-31T20:37:47.252Z,2023-04-11T19:13:12.901Z,2023-12-14T18:59:11.987Z,10.0.0,HIGH,7,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-24919,microsoft,2023-01-31T20:37:47.253Z,2023-03-14T16:55:30.715Z,2023-12-14T18:31:26.149Z,9.0.0,MEDIUM,5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N/E:U/RL:O/RC:C
2023-2492,WPScan,2023-05-03T12:48:38.186Z,2023-06-19T10:52:44.610Z,2023-06-19T10:52:44.610Z,0,,,
2023-24920,microsoft,2023-01-31T20:37:47.253Z,2023-03-14T16:55:31.726Z,2023-12-14T18:31:27.130Z,9.1.0,MEDIUM,5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N/E:U/RL:O/RC:C
2023-24921,microsoft,2023-01-31T20:37:47.253Z,2023-03-14T16:55:32.232Z,2023-12-14T18:31:27.614Z,9.0.0,MEDIUM,5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N/E:U/RL:O/RC:C
2023-24922,microsoft,2023-01-31T20:37:47.253Z,2023-03-14T16:55:32.750Z,2023-12-14T18:31:28.100Z,9.0.0,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C
2023-24923,microsoft,2023-01-31T20:37:47.253Z,2023-03-14T16:55:33.305Z,2023-12-14T18:31:28.594Z,1.0,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C
2023-24924,microsoft,2023-01-31T20:37:47.253Z,2023-04-11T19:13:27.201Z,2023-12-14T18:59:26.157Z,10.0.0,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24925,microsoft,2023-01-31T20:37:47.253Z,2023-04-11T19:13:28.286Z,2023-12-14T18:59:27.207Z,10.0.0,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24926,microsoft,2023-01-31T20:37:47.255Z,2023-04-11T19:13:29.385Z,2023-12-14T18:59:28.248Z,10.0.0,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24927,microsoft,2023-01-31T20:37:47.255Z,2023-04-11T19:13:30.449Z,2023-12-14T18:59:29.278Z,10.0.0,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24928,microsoft,2023-01-31T20:37:47.256Z,2023-04-11T19:13:31.533Z,2023-12-14T18:59:30.306Z,10.0.0,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24929,microsoft,2023-01-31T20:37:47.256Z,2023-04-11T19:13:32.586Z,2023-12-14T18:59:31.308Z,10.0.0,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-2493,WPScan,2023-05-03T13:44:36.032Z,2023-07-10T12:40:10.450Z,2023-07-10T13:05:41.028Z,0,,,
2023-24930,microsoft,2023-01-31T20:37:47.256Z,2023-03-14T16:55:34.306Z,2023-12-14T18:31:29.591Z,22.0.0.0,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24931,microsoft,2023-01-31T20:37:47.256Z,2023-04-11T19:13:13.443Z,2023-12-14T18:59:12.521Z,10.0.0,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C
2023-24932,microsoft,2023-01-31T20:37:47.256Z,2023-05-09T17:03:07.282Z,2023-12-14T19:06:16.980Z,10.0.0,MEDIUM,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C
,,,,,,,,
2023-24934,microsoft,2023-01-31T20:37:47.257Z,2023-04-14T21:27:55.042Z,2023-12-14T18:59:23.083Z,4.0.0.0,MEDIUM,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:P/RL:O/RC:C
2023-24935,microsoft,2023-01-31T20:37:47.257Z,2023-04-11T19:12:59.904Z,2023-12-14T18:59:23.590Z,1.0.0,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N/E:U/RL:O/RC:C
2023-24936,microsoft,2023-01-31T20:37:47.257Z,2023-06-14T14:52:19.301Z,2024-01-09T17:39:14.791Z,17.2.0,HIGH,7.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24937,microsoft,2023-01-31T20:37:47.257Z,2023-06-14T02:05:49.908Z,2024-01-09T17:39:03.763Z,10.0.0,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C
2023-24938,microsoft,2023-01-31T20:37:47.257Z,2023-06-13T23:25:50.850Z,2024-01-09T17:39:04.337Z,10.0.0,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C
2023-24939,microsoft,2023-01-31T20:37:47.257Z,2023-05-09T17:02:51.663Z,2023-12-14T19:06:02.094Z,10.0.0,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C
2023-2494,Wordfence,2023-05-03T13:52:10.836Z,2023-05-23T23:36:47.546Z,2023-05-23T23:36:47.546Z,*,MEDIUM,4.6,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:L/I:L/A:L
2023-24940,microsoft,2023-01-31T20:37:47.257Z,2023-05-09T17:02:52.727Z,2023-12-14T19:06:03.304Z,10.0.0,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C
2023-24941,microsoft,2023-01-31T20:37:47.258Z,2023-05-09T17:02:53.781Z,2023-12-14T19:06:04.296Z,10.0.0,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24942,microsoft,2023-01-31T20:37:47.258Z,2023-05-09T17:02:54.880Z,2023-12-14T19:06:05.312Z,10.0.0,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C
2023-24943,microsoft,2023-01-31T20:37:47.258Z,2023-05-09T17:02:55.976Z,2023-12-14T19:06:06.307Z,10.0.0,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24944,microsoft,2023-01-31T20:37:47.258Z,2023-05-09T17:02:57.060Z,2023-12-14T19:06:07.320Z,10.0.0,MEDIUM,6.5,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C
2023-24945,microsoft,2023-01-31T20:37:47.258Z,2023-05-09T17:02:57.594Z,2023-12-14T19:06:07.833Z,10.0.0,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C
2023-24946,microsoft,2023-01-31T20:37:47.259Z,2023-05-09T17:02:58.108Z,2023-12-14T19:06:08.330Z,10.0.0,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24947,microsoft,2023-01-31T20:37:47.260Z,2023-05-09T17:02:58.663Z,2023-12-14T19:06:08.817Z,10.0.0,HIGH,8.8,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24948,microsoft,2023-01-31T20:37:47.260Z,2023-05-09T17:02:59.197Z,2023-12-14T19:06:09.332Z,10.0.0,HIGH,7.4,CVSS:3.1/AV:A/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24949,microsoft,2023-01-31T20:37:47.261Z,2023-05-09T17:02:59.701Z,2023-12-14T19:06:09.820Z,10.0.0,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-2495,WPScan,2023-05-03T14:19:24.270Z,2023-07-10T12:40:36.457Z,2023-08-15T14:10:30.890Z,0,,,
2023-24950,microsoft,2023-01-31T20:37:47.261Z,2023-05-09T17:03:00.251Z,2023-12-14T19:06:10.327Z,16.0.0,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C
,,,,,,,,
,,,,,,,,
2023-24953,microsoft,2023-01-31T20:37:47.262Z,2023-05-09T17:03:00.788Z,2023-12-14T19:06:10.820Z,19.0.0,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24954,microsoft,2023-01-31T20:37:47.263Z,2023-05-09T17:03:01.327Z,2023-12-14T19:06:11.347Z,16.0.0,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C
2023-24955,microsoft,2023-01-31T20:37:47.263Z,2023-05-09T17:03:01.864Z,2023-12-14T19:06:11.835Z,16.0.0,HIGH,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
2023-24956,mitre,2023-01-31T00:00:00,2023-01-31T00:00:00,2023-01-31T00:00:00,n/a,,,
2023-24957,ibm,2023-02-01T02:39:37.386Z,2023-05-06T02:05:46.959Z,2023-05-06T02:05:46.959Z,18.0.0.0,MEDIUM,5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N
2023-24958,ibm,2023-02-01T02:39:37.387Z,2023-05-04T13:38:49.305Z,2023-05-04T13:38:49.305Z,8.51.2.12,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-24959,ibm,2023-02-01T02:39:37.387Z,2023-08-28T00:56:30.619Z,2023-08-28T00:56:30.619Z,11.7,MEDIUM,5.3,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:N
2023-2496,Wordfence,2023-05-03T14:28:36.553Z,2023-05-23T23:36:47.080Z,2023-05-23T23:36:47.080Z,*,HIGH,7.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H
2023-24960,ibm,2023-02-01T02:39:37.387Z,2023-02-17T18:26:32.622Z,2023-02-17T18:26:32.622Z,11.7,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-24964,ibm,2023-02-01T02:39:37.388Z,2023-02-17T16:35:13.206Z,2023-02-17T16:35:13.206Z,11.7,MEDIUM,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N
2023-24965,ibm,2023-02-01T02:39:37.389Z,2023-09-08T20:14:46.513Z,2023-09-08T20:14:46.513Z,5.0.5,MEDIUM,5.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N
2023-24966,ibm,2023-02-01T02:39:37.389Z,2023-04-27T13:08:42.186Z,2023-04-27T13:08:42.186Z,8.5,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-2497,Wordfence,2023-05-03T14:46:27.855Z,2023-11-22T15:33:39.114Z,2023-11-22T15:33:39.114Z,*,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
,,,,,,,,
2023-24971,ibm,2023-02-01T02:59:27.687Z,2023-07-31T01:16:37.346Z,2023-07-31T01:16:37.346Z,1.0.0.0,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-24975,ibm,2023-02-01T02:59:27.688Z,2023-03-02T20:33:41.451Z,2023-03-10T20:05:13.704141Z,7.3,MEDIUM,5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N
,,,,,,,,
2023-24977,apache,2023-02-01T03:17:36.560Z,2023-02-01T09:09:55.963Z,2023-02-01T09:09:55.963Z,1.1.0,,,
2023-24978,siemens,2023-02-01T09:35:11.542Z,2023-02-14T10:36:47.474Z,2023-03-14T09:31:35.828Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24979,siemens,2023-02-01T09:35:11.542Z,2023-02-14T10:36:48.580Z,2023-03-14T09:31:36.850Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-2498,Wordfence,2023-05-03T14:47:26.651Z,2023-05-23T23:36:46.492Z,2023-05-23T23:36:46.492Z,*,MEDIUM,6.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N
2023-24980,siemens,2023-02-01T09:35:11.542Z,2023-02-14T10:36:49.677Z,2023-03-14T09:31:37.881Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24981,siemens,2023-02-01T09:35:11.542Z,2023-02-14T10:36:50.780Z,2023-03-14T09:31:38.915Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24982,siemens,2023-02-01T09:35:11.542Z,2023-02-14T10:36:51.881Z,2023-03-14T09:31:39.937Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24983,siemens,2023-02-01T09:35:11.543Z,2023-02-14T10:36:53.001Z,2023-03-14T09:31:41.019Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24984,siemens,2023-02-01T09:35:11.543Z,2023-02-14T10:36:54.131Z,2023-03-14T09:31:42.061Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24985,siemens,2023-02-01T09:35:11.543Z,2023-02-14T10:36:55.207Z,2023-03-14T09:31:43.090Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24986,siemens,2023-02-01T09:35:11.543Z,2023-02-14T10:36:56.309Z,2023-03-14T09:31:44.133Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24987,siemens,2023-02-01T09:35:11.543Z,2023-02-14T10:36:57.396Z,2023-03-14T09:31:45.154Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24988,siemens,2023-02-01T09:35:11.543Z,2023-02-14T10:36:58.514Z,2023-03-14T09:31:46.168Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24989,siemens,2023-02-01T09:35:11.543Z,2023-02-14T10:36:59.619Z,2023-03-14T09:31:47.161Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-2499,Wordfence,2023-05-03T14:48:17.108Z,2023-05-16T08:40:01.163Z,2023-05-16T08:40:01.163Z,*,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-24990,siemens,2023-02-01T09:35:11.544Z,2023-02-14T10:37:00.759Z,2023-03-14T09:31:48.151Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24991,siemens,2023-02-01T09:35:11.544Z,2023-02-14T10:37:02.099Z,2023-03-14T09:31:49.138Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24992,siemens,2023-02-01T09:35:11.544Z,2023-02-14T10:37:03.196Z,2023-03-14T09:31:50.120Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24993,siemens,2023-02-01T09:35:11.544Z,2023-02-14T10:37:04.297Z,2023-03-14T09:31:51.106Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24994,siemens,2023-02-01T09:35:11.544Z,2023-02-14T10:37:05.417Z,2023-03-14T09:31:52.093Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24995,siemens,2023-02-01T09:35:11.544Z,2023-02-14T10:37:06.480Z,2023-03-14T09:31:53.089Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24996,siemens,2023-02-01T09:35:11.544Z,2023-02-14T10:37:07.528Z,2023-03-14T09:31:54.082Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
2023-24997,apache,2023-02-01T10:29:47.039Z,2023-02-01T14:49:44.930Z,2023-02-01T14:49:44.930Z,1.1.0,,,
2023-24998,apache,2023-02-01T10:32:05.492Z,2023-02-20T15:57:07.372Z,2023-02-23T09:34:44.714Z,0,,,
2023-24999,HashiCorp,2023-02-01T17:54:13.893Z,2023-03-10T23:12:47.638Z,2023-03-10T23:12:47.638Z,1.12.0,MEDIUM,4.4,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H
2023-2500,Wordfence,2023-05-03T14:57:19.467Z,2023-05-24T23:38:16.209Z,2023-05-24T23:38:16.209Z,*,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-25000,HashiCorp,2023-02-01T17:54:13.893Z,2023-03-30T00:17:46.230Z,2023-03-30T00:24:51.132Z,1.13.0,MEDIUM,5,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:C/C:H/I:N/A:N
2023-25001,autodesk,2023-02-01T00:00:00,2023-06-27T00:00:00,2023-06-27T00:00:00,2023,,,
2023-25002,autodesk,2023-02-01T00:00:00,2023-06-27T00:00:00,2023-06-27T00:00:00,2023,,,
2023-25003,autodesk,2023-02-01T00:00:00,2023-06-23T00:00:00,2023-06-23T00:00:00,2023,,,
2023-25004,autodesk,2023-02-01T00:00:00,2023-06-27T00:00:00,2023-06-27T00:00:00,2023,,,
2023-25005,autodesk,2023-02-01T00:00:00,2023-05-12T00:00:00,2023-05-12T00:00:00,2023,,,
2023-25006,autodesk,2023-02-01T00:00:00,2023-05-12T00:00:00,2023-05-12T00:00:00,0.3,,,
2023-25007,autodesk,2023-02-01T00:00:00,2023-05-12T00:00:00,2023-05-12T00:00:00,0.3,,,
2023-25008,autodesk,2023-02-01T00:00:00,2023-05-12T00:00:00,2023-05-12T00:00:00,0.3,,,
2023-25009,autodesk,2023-02-01T00:00:00,2023-05-12T00:00:00,2023-05-12T00:00:00,0.3,,,
2023-2501,trellix,2023-05-03T00:00:00,,2023-05-12T00:00:00,,,,
2023-25010,autodesk,2023-02-01T00:00:00,2023-04-17T00:00:00,2023-04-17T00:00:00,0.22.0,,,
2023-25011,NEC,2023-02-01T00:00:00,2023-02-15T00:00:00,2023-02-15T00:00:00,PC,,,
2023-25012,mitre,2023-02-01T00:00:00,2023-02-01T00:00:00,2023-11-05T18:06:15.883739,n/a,,,
2023-25013,mitre,2023-02-01T00:00:00,2023-02-02T00:00:00,2023-02-02T00:00:00,n/a,HIGH,8.6,CVSS:3.1/AC:L/AV:N/A:L/C:L/I:H/PR:N/S:U/UI:N
2023-25014,mitre,2023-02-01T00:00:00,2023-02-02T00:00:00,2023-02-02T00:00:00,n/a,HIGH,8.6,CVSS:3.1/AC:L/AV:N/A:L/C:L/I:H/PR:N/S:U/UI:N
2023-25015,mitre,2023-02-02T00:00:00,2023-02-02T00:00:00,2023-02-02T00:00:00,n/a,,,
2023-25016,mitre,2023-02-02T00:00:00,2023-02-06T00:00:00,2023-02-06T00:00:00,n/a,,,
2023-25017,twcert,2023-02-02T00:00:00,2023-03-27T00:00:00,2023-03-27T00:00:00,22,HIGH,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N
2023-25018,twcert,2023-02-02T00:00:00,2023-03-27T00:00:00,2023-03-27T00:00:00,22,MEDIUM,5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N
2023-25019,Patchstack,2023-02-02T09:58:48.539Z,2023-08-30T11:51:48.807Z,2023-08-30T11:51:48.807Z,n/a,HIGH,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L
2023-2502,trellix,2023-05-03T00:00:00,,2023-05-12T00:00:00,,,,
2023-25020,Patchstack,2023-02-02T09:58:48.539Z,2023-04-07T11:08:01.901Z,2023-04-07T11:08:01.901Z,n/a,HIGH,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L
2023-25021,Patchstack,2023-02-02T09:58:48.539Z,2023-05-08T11:48:22.317Z,2023-05-08T11:48:22.317Z,n/a,MEDIUM,5.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L
2023-25022,Patchstack,2023-02-02T09:58:48.540Z,2023-04-07T10:40:07.890Z,2023-04-07T10:40:07.890Z,n/a,MEDIUM,5.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L
2023-25023,Patchstack,2023-02-02T09:58:48.540Z,2023-04-07T10:36:41.065Z,2023-04-07T10:36:41.065Z,n/a,MEDIUM,5.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L
2023-25024,Patchstack,2023-02-02T09:58:48.540Z,2023-04-07T10:51:04.822Z,2023-04-07T10:51:04.822Z,n/a,MEDIUM,5.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L
2023-25025,Patchstack,2023-02-02T09:58:48.540Z,2023-10-04T13:24:21.886Z,2023-10-04T13:24:21.886Z,n/a,MEDIUM,4.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N
,,,,,,,,
